Three Outlaw Samurai (Sanbiki no samurai) (1964),,,,,,
Antonio Gaudí (1985),,,,,,
Devil Times Five (a.k.a. Peopletoys) (1974),,,,,,
Dream Catcher, The (1999),,,,,
Pleasure of Being Robbed, The (2008),,,,,
Enchanted World of Danny Kaye: The Emperor's New Clothes, The (1972),,,,,
Frozen Hell (Jäämarssi) (2011) ,,,,,,
Clara and Me (Clara et moi) (2004),,,,,,
My Joy (Schastye moe) (2010),,,,,,
Overbrook Brothers, The (2009),,,,,
Smiling Madame Beudet, The (La souriante Madame Beudet) (1923),,,,,
Snow (Snijeg) (2008),,,,,,
Quiet Flows the Don (Tikhiy Don) (1957),,,,,,
No Exit (Huis clos) (1954),,,,,,
Last Days of Pompeii, The (Gli ultimi giorni di Pompeii) (1913),,,,,
Harvest/La Cosecha, The (2011),,,,,
Männerherzen... und die ganz ganz große Liebe (2011),,,,,,
O-Bi, O-Ba - The End of Civilization (O-bi, O-ba - Koniec cywilizacji) (1985),,,,
Killer Is Loose, The (1956),,,,,
Old Fashioned Way, The (1934),,,,,
River Murders, The (2011),,,,,
Return of Django (Son of Django) (Figlio di Django, Il) (1968),,,,,
Three Musketeers, The (2011),,,,,
Pain in the Ass, A (L'emmerdeur) (2008),,,,,
League of Gentlemen, The (1960),,,,,
Year of the Carnivore (2010),,,,,,
Perfect Couple, A (1979),,,,,
Beginning of the Great Revival (a.k.a. The Founding of a Party) (2011),,,,,,
Werewolf Woman (La lupa mannara) (1976),,,,,,
Love Affair, or the Case of the Missing Switchboard Operator (Ljubavni slucaj ili tragedija sluzbenice P.T.T.) (1967),,,,,
True Story of Jesse James, The (1957),,,,,
One to Another (Chacun sa nuit) (2006),,,,,,
Book of Stars, The (1999),,,,,
Happy, Happy (Sykt lykkelig) (2010),,,,,
Screaming Man, A (Un homme qui crie) (2010),,,,,
Cab for Three, A (Taxi para tres) (2001),,,,,
Ballad of the Little Soldier (Ballade vom kleinen Soldaten) (1984),,,,,,
Nora's Will (Cinco días sin Nora) (2008),,,,,,
What's Your Number? (2011),,,,,,
Suddenly, Last Winter (Improvvisamente l'inverno scorso) (2008),,,,,
Radioactive Dreams (1985),,,,,,
Headhunters (Hodejegerne) (2011),,,,,,
Camouflage (Barwy ochronne) (1977),,,,,,
Mulan (2009),,,,,,
Answer This! (2010),,,,,,
Gold of Naples, The (L'oro di Napoli) (1954),,,,,
Loving Father, A (Aime ton père) (2002),,,,,
End of the Game (Der Richter und sein Henker) (1975),,,,,,
China 9, Liberty 37 (Amore, piombo e furore) (1978),,,,
Undertow (Contracorriente) (2009),,,,,,
Exercice de l'État, L' (2011),,,,,
Heroic Ones, The (Shi san tai bao) (1970),,,,,
Glasses (Megane) (2007),,,,,,
See How They Fall (Regarde les hommes tomber) (1994),,,,,,
Actresses (Actrices) (2007),,,,,,
Last Days of Pompeii, The (1935),,,,,
Capricious Summer (Rozmarné léto) (1968),,,,,,
Bandwagon (1996),,,,,,
Flower & Garnet (2002),,,,,,
Loft (Rofuto) (2005),,,,,,
Lavatory Lovestory (Ubornaya istoriya - lyubovnaya istoriya) (2007),,,,,,
Heirloom, The (Zhai Ban) (2005),,,,,
Dark House, The (Dom zly) (2009),,,,,
Mahjong (Ma jiang) (1996),,,,,,
Eerie Tales (Unheimliche Geschichten) (1919),,,,,,
Devil's Double, The (2011),,,,,
Beats Being Dead (Dreileben - Etwas Besseres als den Tod) (2011),,,,,,
Deep Blue Sea, The (2011),,,,,
Killer (Tueur à gages) (1998),,,,,,
My Mother and Her Guest (Sarangbang sonnimgwa eomeoni) (1961),,,,,,
11-11-11 (11-11-11: The Prophecy) (2011),,,,,,
Oslo, August 31st (Oslo, 31. august) (2011),,,,
Paper Soldier (Bumazhnyy soldat) (2008),,,,,,
Nada Gang, The (Nada) (1974),,,,,
Last Mountain, The (2011),,,,,
Sasha (Sascha) (2010),,,,,,
I Want to Be a Soldier (2011),,,,,,
Big Hangover, The (1950),,,,,
Shaolin (Xin shao lin si) (2011),,,,,,
Fright (1972),,,,,,
Story of Mankind, The (1957),,,,,
From Beyond the Grave (Creatures) (1974),,,,,,
Batman (1943),,,,,,
Make Like a Thief (Juokse kuin varas) (1964),,,,,,
Bluebeard (Landru) (1963),,,,,,
Spy(ies) (Espion(s)) (2009),,,,,,
Late George Apley, The (1947),,,,,
Great Flamarion, The (1945),,,,,
White Dragon, The (Fei hap siu baak lung) (2004),,,,,
Twilight Saga: Breaking Dawn - Part 1, The (2011),,,,,
Circle of Deceit (Die Fälschung) (1981),,,,,,
Rum Diary, The (2011),,,,,
Making Plans for Lena (Non ma fille, tu n'iras pas danser) (2009),,,,,
Inconvenient Tax, An (2011),,,,,
Three Days (Tres días) (2008),,,,,,
Criminal, The (a.k.a. Concrete Jungle) (1960),,,,,
Wedding Director, The (Il regista di matrimoni) (2006),,,,,
South, The (Sur) (1988),,,,,
Iron Rose, The (Rose de fer, La) (1973),,,,
Echoes of the Rainbow (Sui yuet san tau) (2010),,,,,,
Beijing Taxi (2010),,,,,,
Lebanon, Pa. (2010),,,,,
Constant Nymph, The (1943),,,,,
Enon opetukset (2011),,,,,,
Milky Way (Tejút) (2007),,,,,,
Silence Before Bach, The (Die Stille vor Bach) (2007) ,,,,,
Faat Kiné (2001),,,,,,
Hipsters (Stilyagi) (2008),,,,,,
Plough and the Stars, The (1936),,,,,
Miracle at Oxford (True Blue) (1996),,,,,,
Lonely Passion of Judith Hearne, The (1987),,,,,
Little Colonel, The (1935),,,,,
Sarah's Key (Elle s'appelait Sarah) (2010),,,,,,
Xtro (1983),,,,,,
Waiting for Happiness (Heremakono) (2002),,,,,,
Applause (Applaus) (2009),,,,,,
Terror on a Train (Time Bomb) (1953),,,,,,
12 Dogs of Christmas, The (2005),,,,,
Asterix and the Big Fight (Astérix et le coup du menhir) (1989),,,,,,
Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens) (1994),,,,,,
Asterix and the Vikings (Astérix et les Vikings) (2006),,,,,,
Sing Your Song (2011),,,,,,
99 and 44/100% Dead (1974),,,,,,
Midsummer Night's Dream, A (1968),,,,,
Perfect Game, The (2009),,,,,
Bullet to the Head (2012),,,,,,
Blind Justice (Hævnens nat) (1916),,,,,,
Clone (Womb) (2010),,,,,,
Fire of Conscience (For lung) (2010),,,,,,
Goddess, The (Shen nu) (1934),,,,,
Intimate Lighting (Intimni osvetleni) (1965),,,,,,
Death King, The (Der Todesking) (1990),,,,,
Dark Knight Rises, The (2012),,,,,
Hovering Over the Water (À Flor do Mar) (1986),,,,,,
Don't Worry, I'm Fine (Je vais bien, ne t'en fais pas) (2006),,,,
Cost of Living, The (Le coût de la vie) (2003),,,,,
Flamenco (de Carlos Saura) (1995),,,,,,
Funny Man, A (Dirch) (2011),,,,,
Wild Animals (Yasaeng dongmul bohoguyeog) (1997),,,,,,
Sasayaki (a.k.a. Moonlight Whispers) (Gekkô no sasayaki) (1999),,,,,,
Angelus (2000),,,,,,
Forty-first, The (Sorok pervyy) (1956),,,,,
Gitmek: My Marlon and Brando (Gitmek: Benim Marlon ve Brandom) (2008),,,,,,
This Is Not a Film (In film nist) (2011),,,,,,
Carmen Comes Home (Karumen kokyo ni kaeru) (1951),,,,,,
Outside Satan (Hors Satan) (2011),,,,,,
Student, The (El estudiante) (2011),,,,,
New Life, A (La vie nouvelle) (2002),,,,,
Why Are the Bells Ringing, Mitica? (a.k.a. Carnival Scenes) (De ce trag clopotele, Mitica?) (1981),,,,
G.I. Joe: A Real American Hero (G.I. Joe: The MASS Device) (1983),,,,,,
Girl with the Dragon Tattoo, The (2011),,,,,
Darkest Hour, The (2011),,,,,
Picture Me: A Model's Diary (2009),,,,,,
Julia's Eyes (Ojos de Julia, Los) (2010),,,,,
Friends with Kids (2011),,,,,,
Girl in the Red Velvet Swing, The (1955),,,,,
Toast of New York, The (1937),,,,,
Texas (1941),,,,,,
Peas at 5:30 (Erbsen auf halb 6) (2004),,,,,,
G.I. Joe: Operation Dragonfire (1989),,,,,,
Sophie's Revenge (Fei chang wan mei) (2009),,,,,,
Last Lions, The (2011),,,,,
Machine Gun McCain (Gli intoccabili) (1969),,,,,,
Outside Man, The (Un homme est mort) (1972),,,,,
Professor Layton and the Eternal Diva (Eiga Reiton-kyôju to eien no utahime) (2009),,,,,,
Painting Sellers, The (Taulukauppiaat) (2010),,,,,
Chapman Report, The (1962),,,,,
Muppet Family Christmas, A (1987),,,,,
Kung Fu Panda Holiday Special (2010),,,,,,
Roadie (2011),,,,,,
Chak De India! (2007),,,,,,
Métamorphose des cloportes, La (1965),,,,,
Cow, The (Gaav) (1969),,,,,
Way South, The (De weg naar het zuiden) (1981),,,,,
Beneath the Darkness (2011),,,,,,
My Best Enemy (Mi mejor enemigo) (2005),,,,,,
To Die Like a Man (Morrer Como Um Homem) (2009),,,,,,
Sea Gull, The (1968),,,,,
Iron Lady, The (2011),,,,,
Golden Boys, The (2008),,,,,
Elena (2011),,,,,,
House Built on Water, A (Khanei ruye ab) (2003),,,,,
Aurora (2010),,,,,,
Psyhi vathia (a.k.a. Deep Soul) (2009),,,,,,
Conquest, The (La conquête) (2011),,,,,
Construction, The (En construcción) (2001),,,,,
Wild Bees, The (Divoké vcely) (2001),,,,,
End of the Line, The (2009),,,,,
Nostalgia for the Light (Nostalgia de la luz) (2010),,,,,,
Top Floor Left Wing (Dernier étage gauche gauche) (2010),,,,,,
Mill and the Cross, The (2011),,,,,
Magic Christmas Tree, The (1964),,,,,
Sacrifice (Zhao shi gu er) (2010),,,,,,
Hustlers, The (Veijarit) (2010),,,,,
Garden of Eden, The (2008),,,,,
Chill Out! (Descongélate!) (2003),,,,,,
White Irish Drinkers (2010),,,,,,
Las Vegas Story, The (1952),,,,,
Secrets (1933),,,,,,
Don Is Dead, The (1973),,,,,
Human Centipede II (Full Sequence), The (2011),,,,,
Nazis: A Warning from History, The (1997),,,,,
King of Beggars (Mo jong yuen So Hat-Yi) (1992),,,,,,
Light Touch, The (1952),,,,,
14 Blades (Jin yi wei) (2010),,,,,,
Terrorizers, The (Kong bu fen zi) (1986),,,,,
Good Bye (Bé omid é didar) (2011),,,,,,
Loneliest Planet, The (2011),,,,,
Images of the World and the Inscription of War (Bilder der Welt und Inschrift des Krieges) (1989),,,,,,
Policeman (Ha-shoter) (2011),,,,,,
Red Psalm (Még kér a nép) (1972),,,,,,
Afternoon of a Torturer, The (Dupa-amiaza unui tortionar) (2001),,,,,
We Won't Grow Old Together (Nous ne vieillirons pas ensemble) (1972),,,,,,
Turn Me On, Dammit! (Få meg på, for faen) (2011),,,,
Viva (2007),,,,,,
Go Get Some Rosemary (Daddy Longlegs) (2009),,,,,,
Praise (1998),,,,,,
Street Mobster (a.k.a. Modern Yakuza: Outlaw Killer) (Gendai yakuza: hito-kiri yota) (1972),,,,,,
Alexandria... Why? (Iskanderija... lih?) (1979),,,,,,
Grand Maneuver, The (Les grandes manoeuvres) (1955),,,,,
Can Go Through Skin (Kan door huid heen) (2009),,,,,,
What's Up, Scarlet? (2005),,,,,
Christmas Evil (a.k.a. You Better Watch Out) (1980),,,,,,
Three Wise Men (Kolme viisasta miestä) (2008),,,,,,
Sound and the Fury, The (1959),,,,,
Pointe-Courte, La (1955),,,,,
Disappearance of Haruhi Suzumiya, The (Suzumiya Haruhi no shôshitsu) (2010),,,,,
River Called Titas, A (Titash Ekti Nadir Naam) (1973),,,,,
Vanquished, The (I vinti) (1953),,,,,
Blue Bird, The (1918),,,,,
Kagi (Odd Obsession) (1959),,,,,,
Flowers of War, The (Jin líng shí san chai) (2011),,,,,
Enthusiasm (Entuziazm: Simfoniya Donbassa) (1931),,,,,,
Declaration of War (La Guerre est Déclarée) (2011),,,,,,
W.E. (2011),,,,,,
Great Bank Hoax, The (1978),,,,,
Puss in Boots (Nagagutsu o haita neko) (1969),,,,,,
Reel Injun (2009),,,,,,
Man Called Sledge, A (1970),,,,,
Straits of Love and Hate, The (Aien kyo) (1937),,,,,
Detective Dee and the Mystery of the Phantom Flame (Di Renjie) (2010),,,,,,
Eleventh Year, The (Odinnadtsatyy) (1928) ,,,,,
Forever Yours (Ikuisesti sinun) (2011),,,,,,
Woman in Black, The (2012),,,,,
Woman in Love (Rubbeldiekatz) (2011),,,,,,
Dancing Hawk, The (Tanczacy jastrzab) (1978),,,,,
Human Resources Manager, The (2010),,,,,
Overcoat, The (Il cappotto) (1952),,,,,
Moine, Le (Monk, The) (2011),,,,
Can Mr. Smith Get to Washington Anymore? (2006),,,,,,
Doll's House, A (1973),,,,,
All Watched Over by Machines of Loving Grace (2011),,,,,,
Yes: 9012 Live (1985),,,,,,
King Kong Escapes (Kingu Kongu no gyakushû) (1967),,,,,,
Chocolate Soldier, The (1941),,,,,
As Luck Would Have It (Chispa de la vida, La) (2011),,,,,
Black Power Mixtape 1967-1975, The (2011),,,,,
Common Law, The (1931),,,,,
Girl from Jones Beach, The (1949),,,,,
Pitfall (Otoshiana) (1962),,,,,,
Casual Relations (1973),,,,,,
Warsaw Bridge (Pont de Varsòvia) (1990),,,,,,
Windfall (2010),,,,,,
Kino-Eye (Kinoglaz) (1924),,,,,,
Silence (Chinmoku) (1971),,,,,,
For a Good Time, Call... (2012),,,,,
Stella Does Tricks (1996),,,,,,
Boys, The (Pojat) (1962),,,,,
The Artist (2008),,,,,,
Pearl, The (La perla) (1947),,,,,
Summer by the River, A (Kuningasjätkä) (1998),,,,,
Rollo and the Woods Sprite (Rölli ja metsänhenki) (2001),,,,,,
Chapiteau-show (Shapito-shou) (2011),,,,,,
Sommer der Gaukler, Der (2011),,,,,
Kokowääh (2011),,,,,,
Atomic Brain, The (1963),,,,,
Sixpack (Pussikaljaelokuva) (2011),,,,,,
City Dark, The (2011),,,,,
OKA! (2011),,,,,,
Rusalochka (The Little Mermaid) (1976),,,,,,
Sorcerer and the White Snake, The (Bai she chuan shuo) (2011),,,,,
Flying Swords of Dragon Gate, The (Long men fei jia) (2011),,,,,
Winter in Wartime (Oorlogswinter) (2008),,,,,,
Three Musketeers, The (1939),,,,,
Ricky Rapper and the Bicycle Thief (Risto Räppääjä ja polkupyörävaras) (2009),,,,,,
Plans for Tomorrow (Planes para mañana) (2010),,,,,,
Such Is Life (Así es la vida...) (2000),,,,,,
Mysterious X, The (Sealed Orders) (Det hemmelighedsfulde X) (1914),,,,,
Septième juré, Le (2008),,,,,
Year and a Half in the Life of Metallica, A (1992),,,,,
Balkan Spy (Balkanski spijun) (1984),,,,,,
Girls on the Road (a.k.a. Hot Summer Week) (1973),,,,,,
New York in the 50's (2000),,,,,,
Love Trap, The (1929),,,,,
Show Off, The (1926),,,,,
Monster in Paris, A (Un monstre à Paris) (2011),,,,,
Souler Opposite, The (1998),,,,,
Film About a Woman Who... (1974),,,,,,
Dos (2011),,,,,,
Bustin' Down the Door (2009),,,,,,
World according to Ion B., The (Lumea vazuta de Ion B) (2009),,,,,
Comanche Territory (Territorio comanche) (1997),,,,,,
Adventures in Manhattan (1936),,,,,,
Perifery (Härmä) (2012),,,,,,
Guy and Madeline on a Park Bench (2009),,,,,,
Great Sinner, The (1949),,,,,
Civil War, The (1990),,,,,
Paris Belongs to Us (Paris nous appartient) (1961),,,,,,
Bag of Bones (2011),,,,,,
Mozart's Sister (Nannerl, la soeur de Mozart) (2011),,,,,
Sleep Tight (Mientras duermes) (2011),,,,,,
Munekata Sisters, The (Munekata kyôdai) (1950),,,,,
Satan Bug, The (1965),,,,,
Price of Forgiveness, The (Ndeysaan) (2001),,,,,
Ice Rink, The (La patinoire) (1998),,,,,
Secret Glory, The (2001),,,,,
Woman Who Drinks, The (La femme qui boit) (2001),,,,,
Life of Another, The (La vie d'une autre) (2012),,,,,
Cat in Paris, A (Une vie de chat) (2010),,,,,
Dr. Goldfoot and the Girl Bombs (Le spie vengono dal semifreddo) (1966),,,,,,
Children Who Chase Lost Voices from Deep Below (Hoshi o ou kodomo) (Journey to Agartha) (2011),,,,,,
Plastic Age, The (1925),,,,,
Big Year, The (2011),,,,,
Liar, The (Valehtelija) (1981),,,,,
Stone Left Unturned, A (Kovat miehet) (2000),,,,,
One A.M. (1916),,,,,,
Night Out, A (1915),,,,,
Earth Dies Screaming, The (1964),,,,,
Dark Side of the Sun, The (1988),,,,,
Canned Dreams (Säilöttyjä unelmia) (2012),,,,,,
When We Leave (Die Fremde) (2010),,,,,,
10 Mountains 10 Years (2010),,,,,,
Take, The (1974),,,,,
Deserter (Dezertir) (1933),,,,,,
Skies Above the Landscape (Nebo iznad krajolika) (2006),,,,,,
United Red Army (Jitsuroku Rengo Sekigun: Asama sanso e no michi) (2007),,,,,,
Goon (2011),,,,,,
Landscape with a Woman (Zena s krajolikom) (1989),,,,,,
Blind Pig Who Wants to Fly (Babi buta yang ingin terbang) (2008),,,,,,
¡Qué hacer! (1970),,,,,,
Eye of the Devil (1966),,,,,,
Pale Cocoon (Peiru Kokun) (2006),,,,,,
Law of the Lawless (Brigada) (2002),,,,,,
Jeff, Who Lives at Home (2012),,,,,
Submission (Underkastelsen) (2010),,,,,,
Blind (Beul-la-in-deu) (2011),,,,,,
Punksters & Youngsters (Punk - Tauti joka ei tapa) (2008),,,,,,
Bedevilled (Kim Bok-nam salinsageonui jeonmal) (2010),,,,,,
Snowtown (Snowtown Murders, The) (2011),,,,,
Zero Bridge (2008),,,,,,
Family Meeting (2007),,,,,,
Runner, The (Davandeh) (1990),,,,,
Thousand Months, A (Mille mois) (2003),,,,,
La nación clandestina (1990),,,,,,
Manrape (Män kan inte våldtas) (1978) ,,,,,,
Passion of Love (Passione d'amore) (1981),,,,,,
Tropical Fish (Re dai yu) (1995),,,,,,
Listy do M. (2011),,,,,,
Damsels in Distress (2011),,,,,,
Skin Too Few: The Days of Nick Drake, A (2002),,,,,
Warm December, A (1973),,,,,
White Night Wedding (Brúðguminn) (2008),,,,,,
Salmon Fishing in the Yemen (2011),,,,,,
Hotel (1967),,,,,,
Eden of the East the Movie I: The King of Eden (Higashi no Eden Gekijoban) (2009),,,,,,
Eden of the East the Movie II: Paradise Lost (Higashi no Eden Gekijôban II: Paradise Lost) (2010),,,,,,
Seitsemän veljestä (1939),,,,,,
Paan Singh Tomar (2010),,,,,,
Horrible Dr. Hichcock, The (1962),,,,,
Ghost, The (1963),,,,,
American Reunion (American Pie 4) (2012),,,,,,
Cabin in the Woods, The (2012),,,,,
Delicacy (La délicatesse) (2011),,,,,,
Desert of Forbidden Art, The (2010),,,,,
Osmosis (Osmose) (2003),,,,,,
Clay Bird, The (Matir moina) (2002),,,,,
Dupes, The (Al-makhdu'un) (1973),,,,,
Romantics Anonymous (Les émotifs anonymes) (2010),,,,,,
Unknown Woman, The (Tuntematon emäntä) (2011),,,,,
Wild, Wild Planet (I criminali della galassia) (1965),,,,,
Yumurta (Egg) (2007),,,,,,
Village People Radio Show (Apa khabar orang kampung) (2007),,,,,,
Big Night, The (1951),,,,,
After... (2006),,,,,,
Lust for Gold (Duhul aurului) (1974),,,,,,
Footnote (Hearat Shulayim) (2011),,,,,,
L!fe Happens (2012),,,,,,
Silent House, The (La casa muda) (2010),,,,,
North & South (2004),,,,,,
Eye for an Eye, An (Silmä silmästä) (1999),,,,,
Ballad of Nessie, The (2011),,,,,
Big Bang, The (2011),,,,,
Louis Theroux: The Most Hated Family in America in Crisis (2011),,,,,,
Uwasa No Onna (The Woman in the Rumor) (Her Mother's Profession) (1954),,,,,,
Appropriate Adult (2011),,,,,,
Position Among The Stars (Stand van de Sterren) (2010),,,,,,
Second Time Around, The (1961),,,,,
18 Years Later (Diciotto anni dopo) (2010),,,,,,
Bullhead (Rundskop) (2011),,,,,,
Drummer-Crab (Le Crabe-Tambour) (1977),,,,,,
Chance of a Lifetime, The (1943),,,,,
Flower in Hell (Jiokhwa) (1958),,,,,,
White Mountains (Belyie gory) (1964),,,,,,
Mad Masters, The (Les maîtres fous) (1955),,,,,
Bleeding House, The (2011),,,,,
Barrier (Bariera) (1966),,,,,,
¡Alambrista! (Illegal, The) (1977),,,,,
Super Demetrios (2012),,,,,,
Atomic Submarine, The (1959),,,,,
Baron of Arizona, The (1950),,,,,
Five-Year Engagement, The (2012),,,,,
White Darkness, The (2002),,,,,
Voyage to the End of the Universe (Ikarie XB 1) (1963),,,,,,
Black Sun (Kuroi taiyô) (1964),,,,,,
Murderer Lives at Number 21, The (L'assassin habite... au 21) (1942),,,,,
Marc Pease Experience, The (2009),,,,,
Catechism Cataclysm, The (2011),,,,,
Devil's Rock, The (2011),,,,,
Lucky One, The (2012),,,,,
First Texan, The (1956),,,,,
Chained for Life (1951),,,,,,
Scarlet Letter, The (1979),,,,,
Greening of Whitney Brown, The (2011),,,,,
Fairy, The (La fée) (2011) ,,,,,
Diaries Notes and Sketches (Walden) (1969),,,,,,
3rd World Hero (Bayaning Third World) (2000),,,,,,
Swell Season, The (2011),,,,,
Over-Eater, The (L'outremangeur) (2003),,,,,
Story Written with Water, A (Mizu de kakareta monogatari) (1965),,,,,
Any Questions for Ben? (2012),,,,,,
Sweet Bunch (Glykia symmoria) (1983),,,,,,
Big Boys Gone Bananas!* (2011),,,,,,
Decoy Bride, The (2011),,,,,
Headhunter's Sister, The (1997),,,,,
Viva Riva! (2010),,,,,,
Forgiveness of Blood, The (Falja e gjakut) (2011),,,,,
Among Wolves (Entrelobos) (2010),,,,,,
Last Play at Shea, The (2010),,,,,
Poker Club, The (2008),,,,,
Clown, The (2011),,,,,
Extraordinary Stories (Historias extraordinarias) (2008),,,,,,
Small Town of Anara (Qalaqi Anara) (1978),,,,,,
Island President, The (2011),,,,,
Largo Winch (Heir Apparent: Largo Winch, The) (2008),,,,,
Mighty Macs, The (2009),,,,,
Chains (Catene) (1949),,,,,,
Ciel est à vous, Le (Woman Who Dared, The) (1944),,,,
Lumberjacking (Nuoruuteni savotat) (1988),,,,,,
Safrana or Freedom of Speech (Safrana ou le droit à la parole) (1978),,,,,,
Rose Seller, The (La vendedora de rosas) (1998),,,,,
Men in Black III (M.III.B.) (M.I.B.³) (2012),,,,,,
Steel Trap, The (1952),,,,,
Secrets of Jonathan Sperry, The (2008),,,,,
Someone Like You (Unnaipol Oruvan) (2009),,,,,,
Chicken with Plums (Poulet aux prunes) (2011),,,,,,
Pirates! Band of Misfits, The (2012),,,,,
Vie meilleure, Une (Better Life, A) (2011),,,,
Fish Child, The (El niño pez) (2009),,,,,
Phyllis and Harold (2008),,,,,,
Bernie (2011),,,,,,
3 A.M. (2001),,,,,,
Deadline - U.S.A. (1952),,,,,,
Berlin 36 (2011),,,,,,
I Wish (Kiseki) (2011),,,,,,
Stavisky... (1974),,,,,,
Never Take Candy from a Stranger (Never Take Sweets from a Stranger) (1960),,,,,,
Lake, A (Un lac) (2008),,,,,
Importance of Tying Your Own Shoes, The (Hur många lingon finns det i världen?) (2011),,,,,
Peach Thief, The (Kradetzat na praskovi) (1964),,,,,
Salomè (1972),,,,,,
Outer Space (2000),,,,,,
Exporting Raymond (2010),,,,,,
Appointment with Danger (1951),,,,,,
Vares: The Kiss of Evil (Vares - Pahan suudelma) (2011),,,,,,
